id,observed_on_string,observed_on,time_observed_at,user_id,user_login,quality_grade,url,image_url,description,latitude,longitude,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
67412935,2021/01/01 1:24 PM EST,2021-01-01,2021-01-01 18:24:00 UTC,154438,birdizlife,research,https://www.inaturalist.org/observations/67412935,https://inaturalist-open-data.s3.amazonaws.com/photos/108910736/medium.jpeg,,40.4293638233,-79.9523239955,White-throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,Aves,9184
67462752,Sat Jan 02 2021 10:49:19 GMT-0500 (EST),2021-01-02,2021-01-02 15:49:19 UTC,1566635,zgraham1994,needs_id,https://www.inaturalist.org/observations/67462752,https://inaturalist-open-data.s3.amazonaws.com/photos/109008281/medium.jpg,"",40.4370916667,-79.8997333333,artist's bracket and allies,Ganoderma,"Artist's Brackets, Reishi, and Allies",Fungi,48475
67462777,Sat Jan 02 2021 10:49:24 GMT-0500 (EST),2021-01-02,2021-01-02 15:49:24 UTC,1566635,zgraham1994,research,https://www.inaturalist.org/observations/67462777,https://inaturalist-open-data.s3.amazonaws.com/photos/109008269/medium.jpg,"",40.4370633333,-79.89988,turkey-tail,Trametes versicolor,turkey-tail,Fungi,54134
67468940,2021-01-02 1:51:19 PM EST,2021-01-02,2021-01-02 18:51:19 UTC,1311630,occhi,research,https://www.inaturalist.org/observations/67468940,https://inaturalist-open-data.s3.amazonaws.com/photos/109013166/medium.jpeg,,40.4364805556,-79.9497583333,fan-shaped jelly-fungus,Dacryopinax spathularia,Fan-shaped Jelly Fungus,Fungi,143313
67472853,Sat Jan 02 2021 14:19:54 GMT-0500 (EST),2021-01-02,2021-01-02 19:19:54 UTC,333163,astanyoung,research,https://www.inaturalist.org/observations/67472853,https://inaturalist-open-data.s3.amazonaws.com/photos/109020454/medium.jpg,On recently fallen tree in park.,40.4381366667,-79.9488916667,Emerald Ash Borer,Agrilus planipennis,Emerald Ash Borer,Insecta,70057
67475112,Sat Jan 02 2021 14:48:11 GMT-0500 (EST),2021-01-02,2021-01-02 19:48:11 UTC,2853021,ksreitz,needs_id,https://www.inaturalist.org/observations/67475112,https://inaturalist-open-data.s3.amazonaws.com/photos/109024657/medium.jpg,"",40.435995,-79.9440383333,"",Trichaptum biforme,violet-toothed polypore,Fungi,125705
67475176,Sat Jan 02 2021 14:47:30 GMT-0500 (EST),2021-01-02,2021-01-02 19:47:30 UTC,2853021,ksreitz,research,https://www.inaturalist.org/observations/67475176,https://inaturalist-open-data.s3.amazonaws.com/photos/109024696/medium.jpg,"",40.431075,-79.9373033333,Asian Beauty,Radulomyces copelandii,Asian Beauty,Fungi,1113584
67477065,Sat Jan 02 2021 16:26:46 GMT-0500 (EST),2021-01-02,2021-01-02 21:26:46 UTC,3055456,demanicotti,research,https://www.inaturalist.org/observations/67477065,https://inaturalist-open-data.s3.amazonaws.com/photos/109028636/medium.jpg,"",40.4358082365,-79.9089099894,Promethea Silkmoth,Callosamia promethea,Promethea Silkmoth,Insecta,81580
67479714,Sat Jan 02 2021 15:39:44 GMT-0500 (EST),2021-01-02,2021-01-02 20:39:44 UTC,854860,deadkennedy1,needs_id,https://www.inaturalist.org/observations/67479714,https://static.inaturalist.org/photos/109033278/medium.jpg,"",40.4206095111,-80.0299582571,Oyster Mushrooms,Pleurotus,Oyster Mushrooms,Fungi,48496
67521348,2021-01-03 10:00:57 AM EST,2021-01-03,2021-01-03 15:00:57 UTC,919255,cheriecornmesser,research,https://www.inaturalist.org/observations/67521348,https://inaturalist-open-data.s3.amazonaws.com/photos/109109812/medium.jpeg,,40.4363888889,-79.9072222222,Asian Beauty,Radulomyces copelandii,Asian Beauty,Fungi,1113584
67521516,2021-01-03 10:02:18 AM EST,2021-01-03,2021-01-03 15:02:18 UTC,919255,cheriecornmesser,needs_id,https://www.inaturalist.org/observations/67521516,https://inaturalist-open-data.s3.amazonaws.com/photos/109110125/medium.jpeg,Very small. About 1/4 inch across. ,40.4347222222,-79.9072222222,Velvet Foot,Flammulina velutipes,Velvet Foot,Fungi,67594
67521789,2021-01-03 10:04:04 AM EST,2021-01-03,2021-01-03 15:04:04 UTC,919255,cheriecornmesser,research,https://www.inaturalist.org/observations/67521789,https://inaturalist-open-data.s3.amazonaws.com/photos/109110514/medium.jpeg,,40.4347222222,-79.9075,Late Oyster,Sarcomyxa serotina,Late Oyster,Fungi,63585
67521916,2021-01-03 9:54:56 AM EST,2021-01-03,2021-01-03 14:54:56 UTC,919255,cheriecornmesser,research,https://www.inaturalist.org/observations/67521916,https://inaturalist-open-data.s3.amazonaws.com/photos/109110728/medium.jpeg,,40.4347222222,-79.9044444444,Funeral Bell,Galerina marginata,Funeral Bell,Fungi,154735
67522247,2021-01-03 9:56:23 AM EST,2021-01-03,2021-01-03 14:56:23 UTC,919255,cheriecornmesser,research,https://www.inaturalist.org/observations/67522247,https://inaturalist-open-data.s3.amazonaws.com/photos/109111352/medium.jpeg,,40.4347222222,-79.9044444444,Brick Cap,Hypholoma lateritium,Brick Cap,Fungi,130203
67522476,2021-01-03 9:29:27 AM EST,2021-01-03,2021-01-03 14:29:27 UTC,919255,cheriecornmesser,needs_id,https://www.inaturalist.org/observations/67522476,https://inaturalist-open-data.s3.amazonaws.com/photos/109111738/medium.jpeg,,40.4369444444,-79.8991666667,Fungi Including Lichens,Fungi,Fungi Including Lichens,Fungi,47170
67522558,2021-01-03 9:19:34 AM EST,2021-01-03,2021-01-03 14:19:34 UTC,919255,cheriecornmesser,needs_id,https://www.inaturalist.org/observations/67522558,https://inaturalist-open-data.s3.amazonaws.com/photos/109111929/medium.jpeg,,40.4388888889,-79.9011111111,Fungi Including Lichens,Fungi,Fungi Including Lichens,Fungi,47170
67522743,2021-01-03 9:21:34 AM EST,2021-01-03,2021-01-03 14:21:34 UTC,919255,cheriecornmesser,needs_id,https://www.inaturalist.org/observations/67522743,https://inaturalist-open-data.s3.amazonaws.com/photos/109112267/medium.jpeg,,40.4386111111,-79.9005555556,Mapledust Lichen,Lecanora thysanophora,Mapledust Lichen,Fungi,182613
67522815,2021-01-03 9:16:18 AM EST,2021-01-03,2021-01-03 14:16:18 UTC,919255,cheriecornmesser,needs_id,https://www.inaturalist.org/observations/67522815,https://inaturalist-open-data.s3.amazonaws.com/photos/109112403/medium.jpeg,,40.4380555556,-79.9008333333,Laetiporus,Laetiporus,,Fungi,48431
67522920,2021-01-03 9:42:28 AM EST,2021-01-03,2021-01-03 14:42:28 UTC,919255,cheriecornmesser,research,https://www.inaturalist.org/observations/67522920,https://inaturalist-open-data.s3.amazonaws.com/photos/109112499/medium.jpeg,,40.4333333333,-79.9005555556,crowded parchment,Stereum complicatum,crowded parchment,Fungi,196842
67523092,2021-01-03 9:05:28 AM EST,2021-01-03,2021-01-03 14:05:28 UTC,919255,cheriecornmesser,needs_id,https://www.inaturalist.org/observations/67523092,https://inaturalist-open-data.s3.amazonaws.com/photos/109112666/medium.jpeg,,40.4355555556,-79.9025,Shield Lichens,Canoparmelia,,Fungi,175893
67523201,2021-01-03 9:14:31 AM EST,2021-01-03,2021-01-03 14:14:31 UTC,919255,cheriecornmesser,needs_id,https://www.inaturalist.org/observations/67523201,https://inaturalist-open-data.s3.amazonaws.com/photos/109112900/medium.jpeg,,40.4375,-79.9005555556,Fungi Including Lichens,Fungi,Fungi Including Lichens,Fungi,47170
67523286,2021-01-03 11:23:38 AM EST,2021-01-03,2021-01-03 16:23:38 UTC,919255,cheriecornmesser,research,https://www.inaturalist.org/observations/67523286,https://inaturalist-open-data.s3.amazonaws.com/photos/109113074/medium.jpeg,,40.4252777778,-79.9277777778,Luminescent Panellus,Panellus stipticus,Luminescent Panellus,Fungi,68309
67531580,2021-01-03 9:42:28 AM EST,2021-01-03,2021-01-03 14:42:28 UTC,919255,cheriecornmesser,needs_id,https://www.inaturalist.org/observations/67531580,https://inaturalist-open-data.s3.amazonaws.com/photos/109128769/medium.jpeg,Take your pick. How many species can you see? This was just too awesome not to share. ,40.4333333333,-79.9005555556,Stereum,Stereum,,Fungi,55503
67567561,2021-01-03,2021-01-03,,1824727,toddwarnick,research,https://www.inaturalist.org/observations/67567561,https://static.inaturalist.org/photos/109198639/medium.jpeg,,40.4288457365,-80.0178600848,Blewit,Lepista nuda,Blewit,Fungi,351380
67588967,2021-01-04 2:37:23 PM EST,2021-01-04,2021-01-04 19:37:23 UTC,919255,cheriecornmesser,research,https://www.inaturalist.org/observations/67588967,https://inaturalist-open-data.s3.amazonaws.com/photos/109236950/medium.jpeg,,40.4355555556,-79.9419444444,Purple Jellydisc,Ascocoryne sarcoides,Purple Jellydisc,Fungi,49075
67591267,2021-01-04 3:04:47 PM EST,2021-01-04,2021-01-04 20:04:47 UTC,919255,cheriecornmesser,research,https://www.inaturalist.org/observations/67591267,https://inaturalist-open-data.s3.amazonaws.com/photos/109241771/medium.jpeg,,40.4375,-79.9511111111,Mallard,Anas platyrhynchos,Mallard,Aves,6930
67591410,2021-01-04 3:08:23 PM EST,2021-01-04,2021-01-04 20:08:23 UTC,919255,cheriecornmesser,research,https://www.inaturalist.org/observations/67591410,https://inaturalist-open-data.s3.amazonaws.com/photos/109241945/medium.jpeg,,40.4363888889,-79.9488888889,common puffball,Lycoperdon perlatum,common puffball,Fungi,48443
67591550,2021-01-04 3:50:00 PM EST,2021-01-04,2021-01-04 20:50:00 UTC,919255,cheriecornmesser,research,https://www.inaturalist.org/observations/67591550,https://inaturalist-open-data.s3.amazonaws.com/photos/109242119/medium.jpeg,,40.4347222222,-79.9386111111,common bonnet,Mycena galericulata,common bonnet,Fungi,63446
67594812,2021-01-04 3:46:59 PM EST,2021-01-04,2021-01-04 20:46:59 UTC,919255,cheriecornmesser,research,https://www.inaturalist.org/observations/67594812,https://inaturalist-open-data.s3.amazonaws.com/photos/109248043/medium.jpeg,,40.4347222222,-79.9394444444,Luminescent Panellus,Panellus stipticus,Luminescent Panellus,Fungi,68309
67594880,2021-01-04 3:49:04 PM EST,2021-01-04,2021-01-04 20:49:04 UTC,919255,cheriecornmesser,needs_id,https://www.inaturalist.org/observations/67594880,https://inaturalist-open-data.s3.amazonaws.com/photos/109248279/medium.jpeg,"Very soft, soggy to the touch. ",40.4347222222,-79.9388888889,Trembling Crust,Merulius tremellosus,Trembling Crust,Fungi,179113
67594907,2021-01-04 3:42:34 PM EST,2021-01-04,2021-01-04 20:42:34 UTC,919255,cheriecornmesser,research,https://www.inaturalist.org/observations/67594907,https://inaturalist-open-data.s3.amazonaws.com/photos/109248359/medium.jpeg,,40.435,-79.9405555556,turkey-tail,Trametes versicolor,turkey-tail,Fungi,54134
67594961,2021-01-04 3:41:43 PM EST,2021-01-04,2021-01-04 20:41:43 UTC,919255,cheriecornmesser,research,https://www.inaturalist.org/observations/67594961,https://inaturalist-open-data.s3.amazonaws.com/photos/109248464/medium.jpeg,,40.4352777778,-79.9408333333,crowded parchment,Stereum complicatum,crowded parchment,Fungi,196842
67595082,2021-01-04 3:41:22 PM EST,2021-01-04,2021-01-04 20:41:22 UTC,919255,cheriecornmesser,needs_id,https://www.inaturalist.org/observations/67595082,https://inaturalist-open-data.s3.amazonaws.com/photos/109248742/medium.jpeg,,40.4352777778,-79.9408333333,Antrodia,Antrodia,,Fungi,118048
67595217,2021-01-04 3:38:38 PM EST,2021-01-04,2021-01-04 20:38:38 UTC,919255,cheriecornmesser,needs_id,https://www.inaturalist.org/observations/67595217,https://inaturalist-open-data.s3.amazonaws.com/photos/109249007/medium.jpeg,,40.4344444444,-79.9436111111,Common Powderhorn,Cladonia coniocraea,Common Powderhorn,Fungi,155093
67595435,2021-01-04 3:31:35 PM EST,2021-01-04,2021-01-04 20:31:35 UTC,919255,cheriecornmesser,needs_id,https://www.inaturalist.org/observations/67595435,https://inaturalist-open-data.s3.amazonaws.com/photos/109249209/medium.jpeg,,40.4361111111,-79.9441666667,Agaricomycetes,Agaricomycetes,,Fungi,50814
67595495,2021-01-04 3:24:55 PM EST,2021-01-04,2021-01-04 20:24:55 UTC,919255,cheriecornmesser,research,https://www.inaturalist.org/observations/67595495,https://inaturalist-open-data.s3.amazonaws.com/photos/109249314/medium.jpeg,,40.4380555556,-79.9458333333,Asian Beauty,Radulomyces copelandii,Asian Beauty,Fungi,1113584
67595554,2021-01-04 3:20:28 PM EST,2021-01-04,2021-01-04 20:20:28 UTC,919255,cheriecornmesser,needs_id,https://www.inaturalist.org/observations/67595554,https://inaturalist-open-data.s3.amazonaws.com/photos/109249468/medium.jpeg,,40.4377777778,-79.9458333333,Common Gilled Mushrooms and Allies,Agaricales,Common Gilled Mushrooms and Allies,Fungi,47167
67595613,2021-01-04 3:19:40 PM EST,2021-01-04,2021-01-04 20:19:40 UTC,919255,cheriecornmesser,needs_id,https://www.inaturalist.org/observations/67595613,https://inaturalist-open-data.s3.amazonaws.com/photos/109249551/medium.jpeg,,40.4377777778,-79.9461111111,Common Gilled Mushrooms and Allies,Agaricales,Common Gilled Mushrooms and Allies,Fungi,47167
67595865,2021-01-04 3:13:27 PM EST,2021-01-04,2021-01-04 20:13:27 UTC,919255,cheriecornmesser,needs_id,https://www.inaturalist.org/observations/67595865,https://inaturalist-open-data.s3.amazonaws.com/photos/109250087/medium.jpeg,Hard to the touch. Not cement or paint although it sure looks like it. Very weird. ,40.4363888889,-79.9475,Fungi Including Lichens,Fungi,Fungi Including Lichens,Fungi,47170
67595913,2021-01-04 3:10:26 PM EST,2021-01-04,2021-01-04 20:10:26 UTC,919255,cheriecornmesser,needs_id,https://www.inaturalist.org/observations/67595913,https://inaturalist-open-data.s3.amazonaws.com/photos/109250220/medium.jpeg,,40.4363888889,-79.9483333333,Ganoderma applanatum,Ganoderma applanatum,,Fungi,1129535
67596119,2021-01-04 2:45:24 PM EST,2021-01-04,2021-01-04 19:45:24 UTC,919255,cheriecornmesser,research,https://www.inaturalist.org/observations/67596119,https://inaturalist-open-data.s3.amazonaws.com/photos/109250649/medium.jpeg,,40.4361111111,-79.9447222222,Brick Cap,Hypholoma lateritium,Brick Cap,Fungi,130203
67596258,2021-01-04 2:44:49 PM EST,2021-01-04,2021-01-04 19:44:49 UTC,919255,cheriecornmesser,needs_id,https://www.inaturalist.org/observations/67596258,https://inaturalist-open-data.s3.amazonaws.com/photos/109250917/medium.jpeg,,40.4361111111,-79.9444444444,bracket fungi,Polyporaceae,bracket fungi,Fungi,47379
67596319,2021-01-04 2:36:17 PM EST,2021-01-04,2021-01-04 19:36:17 UTC,919255,cheriecornmesser,research,https://www.inaturalist.org/observations/67596319,https://inaturalist-open-data.s3.amazonaws.com/photos/109251068/medium.jpeg,,40.4355555556,-79.9419444444,Brittle Cinder,Kretzschmaria deusta,Brittle Cinder,Fungi,128051
67596385,2021-01-04 2:35:13 PM EST,2021-01-04,2021-01-04 19:35:13 UTC,919255,cheriecornmesser,needs_id,https://www.inaturalist.org/observations/67596385,https://inaturalist-open-data.s3.amazonaws.com/photos/109251203/medium.jpeg,,40.4344444444,-79.9436111111,Trembling Crust,Merulius tremellosus,Trembling Crust,Fungi,179113
67596429,2021-01-04 2:30:00 PM EST,2021-01-04,2021-01-04 19:30:00 UTC,919255,cheriecornmesser,research,https://www.inaturalist.org/observations/67596429,https://inaturalist-open-data.s3.amazonaws.com/photos/109251295/medium.jpeg,,40.4344444444,-79.9436111111,Late Oyster,Sarcomyxa serotina,Late Oyster,Fungi,63585
67596522,2021-01-04 2:22:40 PM EST,2021-01-04,2021-01-04 19:22:40 UTC,919255,cheriecornmesser,needs_id,https://www.inaturalist.org/observations/67596522,https://inaturalist-open-data.s3.amazonaws.com/photos/109251498/medium.jpeg,,40.4344444444,-79.9383333333,Trembling Crust,Merulius tremellosus,Trembling Crust,Fungi,179113
67596608,2021-01-04 2:44:49 PM EST,2021-01-04,2021-01-04 19:44:49 UTC,919255,cheriecornmesser,needs_id,https://www.inaturalist.org/observations/67596608,https://inaturalist-open-data.s3.amazonaws.com/photos/109251643/medium.jpeg,,40.4361111111,-79.9444444444,bracket fungi,Polyporaceae,bracket fungi,Fungi,47379
67599662,2021-01-02 11:53:53 AM EST,2021-01-02,2021-01-02 16:53:53 UTC,586838,katiemanion,needs_id,https://www.inaturalist.org/observations/67599662,https://inaturalist-open-data.s3.amazonaws.com/photos/109257750/medium.jpeg,,40.4408561997,-79.9004044997,Bonnets,Mycena,Bonnets,Fungi,55922
67599665,2021-01-02 11:59:14 AM EST,2021-01-02,2021-01-02 16:59:14 UTC,586838,katiemanion,needs_id,https://www.inaturalist.org/observations/67599665,https://inaturalist-open-data.s3.amazonaws.com/photos/109257768/medium.jpeg,,40.4434937997,-79.9017134997,,Agaricales,Common Gilled Mushrooms and Allies,Fungi,47167
67623720,Tue Jan 05 2021 10:07:26 GMT-0500 (EST),2021-01-05,2021-01-05 15:07:26 UTC,1566635,zgraham1994,research,https://www.inaturalist.org/observations/67623720,https://inaturalist-open-data.s3.amazonaws.com/photos/109302938/medium.jpg,"",40.4428216667,-79.901405,Orange Jelly Spot,Dacrymyces chrysospermus,Orange Jelly Spot,Fungi,118028
67624073,Tue Jan 05 2021 10:04:41 GMT-0500 (EST),2021-01-05,2021-01-05 15:04:41 UTC,1566635,zgraham1994,needs_id,https://www.inaturalist.org/observations/67624073,https://inaturalist-open-data.s3.amazonaws.com/photos/109303000/medium.jpg,"",40.4410466667,-79.900545,Bonnets,Mycena,Bonnets,Fungi,55922
67624341,Tue Jan 05 2021 10:04:29 GMT-0500 (EST),2021-01-05,2021-01-05 15:04:29 UTC,1566635,zgraham1994,research,https://www.inaturalist.org/observations/67624341,https://inaturalist-open-data.s3.amazonaws.com/photos/109303051/medium.jpg,"",40.4409866667,-79.9006583333,common puffball,Lycoperdon perlatum,common puffball,Fungi,48443
67624361,Tue Jan 05 2021 09:55:51 GMT-0500 (EST),2021-01-05,2021-01-05 14:55:51 UTC,1566635,zgraham1994,needs_id,https://www.inaturalist.org/observations/67624361,https://inaturalist-open-data.s3.amazonaws.com/photos/109303091/medium.jpg,"",40.43458,-79.8992783333,"",Trametes gibbosa,Lumpy Bracket,Fungi,410641
67624384,Tue Jan 05 2021 09:50:57 GMT-0500 (EST),2021-01-05,2021-01-05 14:50:57 UTC,1566635,zgraham1994,research,https://www.inaturalist.org/observations/67624384,https://inaturalist-open-data.s3.amazonaws.com/photos/109303127/medium.jpg,"",40.4298966667,-79.8967533333,Galerina marginata,Galerina marginata,Funeral Bell,Fungi,154735
67624409,Tue Jan 05 2021 09:46:34 GMT-0500 (EST),2021-01-05,2021-01-05 14:46:34 UTC,1566635,zgraham1994,research,https://www.inaturalist.org/observations/67624409,https://inaturalist-open-data.s3.amazonaws.com/photos/109303174/medium.jpg,"",40.4293116667,-79.90055,hexagonal-pored polypore,Neofavolus alveolaris,hexagonal-pored polypore,Fungi,496176
67624421,Tue Jan 05 2021 09:46:16 GMT-0500 (EST),2021-01-05,2021-01-05 14:46:16 UTC,1566635,zgraham1994,needs_id,https://www.inaturalist.org/observations/67624421,https://inaturalist-open-data.s3.amazonaws.com/photos/109303204/medium.jpg,"",40.4293166667,-79.9005133333,Exidia recisa,Exidia recisa,,Fungi,1152051
67624438,Tue Jan 05 2021 09:45:49 GMT-0500 (EST),2021-01-05,2021-01-05 14:45:49 UTC,1566635,zgraham1994,research,https://www.inaturalist.org/observations/67624438,https://inaturalist-open-data.s3.amazonaws.com/photos/109303266/medium.jpg,"",40.428695,-79.8997883333,leafy brain,Phaeotremella foliacea,Leafy Brain,Fungi,901819
67624682,Sat Jan 02 2021 16:51:14 GMT-0500 (EST),2021-01-02,2021-01-02 21:51:14 UTC,3932064,samhaskel,research,https://www.inaturalist.org/observations/67624682,https://inaturalist-open-data.s3.amazonaws.com/photos/109303727/medium.jpg,On a fallen log in Highland Park,40.4846633333,-79.914245,Stinking Orange Oyster,Phyllotopsis nidulans,Stinking Orange Oyster,Fungi,52529
67624894,Sat Jan 02 2021 16:33:09 GMT-0500 (EST),2021-01-02,2021-01-02 21:33:09 UTC,3932064,samhaskel,research,https://www.inaturalist.org/observations/67624894,https://inaturalist-open-data.s3.amazonaws.com/photos/109304110/medium.jpg,"",40.4808883333,-79.9121866667,Northern Cardinal,Cardinalis cardinalis,Northern Cardinal,Aves,9083
67627675,Tue Jan 05 2021 12:54:45 GMT-0500 (EST),2021-01-05,2021-01-05 17:54:45 UTC,3932064,samhaskel,research,https://www.inaturalist.org/observations/67627675,https://inaturalist-open-data.s3.amazonaws.com/photos/109309542/medium.jpg,Orange-red beaked bird with black face and small pointed tuft/crest of feathers at top of head. Perched in bush,40.4744379907,-79.9144607099,Northern Cardinal,Cardinalis cardinalis,Northern Cardinal,Aves,9083
67636855,2021-01-05 5:01:30 PM EST,2021-01-05,2021-01-05 22:01:30 UTC,122566,scnuss,needs_id,https://www.inaturalist.org/observations/67636855,https://inaturalist-open-data.s3.amazonaws.com/photos/109327671/medium.jpeg,,40.43327565,-79.90286926,Common Powderhorn,Cladonia coniocraea,Common Powderhorn,Fungi,155093
67636863,2021-01-05 5:03:02 PM EST,2021-01-05,2021-01-05 22:03:02 UTC,122566,scnuss,needs_id,https://www.inaturalist.org/observations/67636863,https://inaturalist-open-data.s3.amazonaws.com/photos/109327681/medium.jpeg,,40.43321619,-79.90287107,Stereum,Stereum,,Fungi,55503
67636967,2021-01-05 5:05:56 PM EST,2021-01-05,2021-01-05 22:05:56 UTC,122566,scnuss,needs_id,https://www.inaturalist.org/observations/67636967,https://inaturalist-open-data.s3.amazonaws.com/photos/109327911/medium.jpeg,,40.43247565,-79.90250877,Common Lichens,Lecanoromycetes,common lichens,Fungi,54743
67637102,Tue Jan 05 2021 16:53:41 GMT-0500 (EST),2021-01-05,2021-01-05 21:53:41 UTC,1329308,hayleyn,needs_id,https://www.inaturalist.org/observations/67637102,https://static.inaturalist.org/photos/109328153/medium.jpg,"",40.4581297593,-80.0115720825,Oyster Mushrooms,Pleurotus,Oyster Mushrooms,Fungi,48496
67640292,2021-01-05 4:54:11 PM EST,2021-01-05,2021-01-05 21:54:11 UTC,919255,cheriecornmesser,research,https://www.inaturalist.org/observations/67640292,https://inaturalist-open-data.s3.amazonaws.com/photos/109333410/medium.jpeg,,40.4338888889,-79.905,Funeral Bell,Galerina marginata,Funeral Bell,Fungi,154735
67640336,2021-01-05 4:21:51 PM EST,2021-01-05,2021-01-05 21:21:51 UTC,919255,cheriecornmesser,needs_id,https://www.inaturalist.org/observations/67640336,https://inaturalist-open-data.s3.amazonaws.com/photos/109333560/medium.jpeg,,40.4322222222,-79.8980555556,Tremella,Tremella,,Fungi,48532
67640411,2021-01-05 4:13:31 PM EST,2021-01-05,2021-01-05 21:13:31 UTC,919255,cheriecornmesser,needs_id,https://www.inaturalist.org/observations/67640411,https://inaturalist-open-data.s3.amazonaws.com/photos/109333717/medium.jpeg,,40.4313888889,-79.9005555556,Fungi Including Lichens,Fungi,Fungi Including Lichens,Fungi,47170
67640443,2021-01-05 4:07:07 PM EST,2021-01-05,2021-01-05 21:07:07 UTC,919255,cheriecornmesser,needs_id,https://www.inaturalist.org/observations/67640443,https://inaturalist-open-data.s3.amazonaws.com/photos/109333816/medium.jpeg,,40.4305555556,-79.9008333333,Butterflies and Moths,Lepidoptera,Butterflies and Moths,Insecta,47157
67640552,2021-01-05 4:01:23 PM EST,2021-01-05,2021-01-05 21:01:23 UTC,919255,cheriecornmesser,needs_id,https://www.inaturalist.org/observations/67640552,https://inaturalist-open-data.s3.amazonaws.com/photos/109334171/medium.jpeg,,40.4294444444,-79.9005555556,bracket fungi,Polyporaceae,bracket fungi,Fungi,47379
67645077,2021-01-05 3:54:00 PM EST,2021-01-05,2021-01-05 20:54:00 UTC,919255,cheriecornmesser,needs_id,https://www.inaturalist.org/observations/67645077,https://inaturalist-open-data.s3.amazonaws.com/photos/109343001/medium.jpeg,,40.4277777778,-79.9038888889,Stereum illudens,Stereum illudens,,Fungi,384416
67645114,2021-01-05 3:53:17 PM EST,2021-01-05,2021-01-05 20:53:17 UTC,919255,cheriecornmesser,research,https://www.inaturalist.org/observations/67645114,https://inaturalist-open-data.s3.amazonaws.com/photos/109343099/medium.jpeg,,40.4277777778,-79.9038888889,splitgill mushroom,Schizophyllum commune,splitgill mushroom,Fungi,54573
